u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
5,2138,1,1,0,text caps text contact text caps caps text contact,"Tienes un admirador secreto. REVELA quién piensa que eres tan especial. Llame al 09065174042. Para cancelar su suscripción, responda REVEAL STOP. 1.50 por mensaje registrado. Atención al cliente 07821230901"
5,2139,1,1,0,text money text money text caps text contact text,"Enhorabuena, has recibido å£500 en vales de regalo en CD y entrada gratuita 2 a nuestro sorteo semanal de å£100 envía un mensaje de texto con MÚSICA a 87066 TnC www.Ldew.com 1 win150ppmx3age16"
5,2148,0,1,0,caps caps caps caps caps text caps caps caps caps caps caps caps text caps text caps caps text caps text caps caps text,¡¡ESTOY GONNAMISSU TANTO!! ¡¡DIRIA QUE TE ENVIARÉ UNA POSTAL PERO HAY MUCHAS POSIBILIDADES DE RECORDARME YA QUE OFRECE NO ROMPER SU CONTRATO!! LUV Yaxx
5,2164,1,1,0,caps text caps caps text caps text caps text contact,BONIFICACIÓN ESPECIAL HMV Se ganarán 500 libras de vales HMV genuinos. Simplemente responda 4 preguntas sencillas. ¡Reproducir ahora! Enviar HMV al 86688 Más información:www.100percent-real.com
5,2166,0,1,0,text caps caps text caps text caps text caps text caps,"Hazme daño... Bromea conmigo... Hazme llorar... Pero al final de mi vida, cuando muera, por favor guarda una rosa en mi tumba y di ESTÚPIDO, TE EXTRAÑO... TENGA UN BUEN DÍA BSLVYL"
5,2230,0,1,0,caps text caps text caps text caps caps text caps caps caps caps text caps caps text caps caps,"HOLA, ES JESS, NO SÉ SI ESTÁS EN EL TRABAJO PERO LLÁMAME CUANDO PUEDES, ESTOY EN CASA TODA LA NOCHE. XXX"
5,2241,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2004 para 07742676969 muestra 786 puntos de bonificación no canjeados. Para reclamar llamar al 08719180248 Código Identificador: 45239 Caduca
5,2269,1,1,0,text contact text money text caps text caps text,"¡Urgente! llamar al 09061749602 desde Fijo. Sus vacaciones de 4* en Tenerife de cortesía o £10,000 en efectivo esperan su cobro SAE T&Cs BOX 528 HP20 1YF 150ppm 18+"
5,2274,1,1,0,text money text contact,¡Especial del Día de San Valentín! ¡Gana más de £1000 en nuestro cuestionario y lleva a tu pareja al viaje de su vida! Envíe GO al 83600 ahora. 150p/mensaje grabado. Atención al cliente: 08718720201
5,2289,1,1,0,text caps text caps text caps caps caps text contact text caps text,"SU OPORTUNIDAD DE ESTAR EN UN REALITY FANTASY SHOW llame ahora = 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada nacional = tarifa."
5,2310,1,1,0,text caps caps text caps text money contact text contact text caps text,"Nuevos móviles de 2004, ¡DEBEN IRSE! Envía un mensaje de texto: NOKIA al número: 89545 y ¡recoge el tuyo hoy! Desde SÓLO £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCCIÓN."
5,2313,1,1,0,text caps caps text caps text caps text caps caps caps contact text caps text,"Envía un logo 2 ur lover - 2 nombres unidos por un corazón. Txt AMOR NOMBRE1 NOMBRE2 MOBNO, por ejemplo, AMOR ADAM EVE 07123456789 al 87077 Yahoo! POBox36504W45WQ TxtNO 4 sin anuncios 150p"
5,2316,0,1,0,caps caps caps text caps text caps text caps caps text caps text caps text caps caps caps caps,HOLA DARLIN TERMINO A LAS 3 ¿TU 1 2 ME RECOGER O ENCONTRARME? ENVÍA UN TEXTO A ESTE NÚMERO LUV KATE XXX
5,2345,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050000460 desde teléfono fijo. Reclama J89. apartado postal 245c2150pm
5,2363,1,1,0,text caps text caps caps text caps caps text caps caps caps caps text caps text,"Gr8 Poly tonos 4 TODOS los mobs responden directamente en 2u con POLY TITLE a 8007, por ejemplo, POLY BREATHE1 Títulos: CRAZYIN, SLEEPINGWITH, FINEST, YMCA :getzed.co.uk POBox365O4W45WQ 300p"
5,2397,1,1,0,caps text caps text caps text contact caps caps text,¡URGENTE! ¡Has ganado una membresía GRATUITA de 1 semana en nuestro premio mayor de £ 100 000! Envíe un mensaje de texto con la palabra: RECLAMACIÓN al número: 81010 T&C www.dbuk.net LCCLTD POBOX 4403LDNW1A7RW18
5,2406,1,1,0,text contact text caps caps caps caps caps,información importante 4 usuario naranja . ¡Hoy es tu día de suerte! 2 Descubre por qué inicia sesión en http://www.urawinner.com ¡TE ESPERA UNA FANTÁSTICA SORPRESA!
5,2430,1,1,0,text caps text caps caps text money text caps text caps text contact text caps contact text,"Has ganado boletos para la FINAL DE LA COPA EURO2004 o å£800 EN EFECTIVO, para cobrar LLAME AL 09058099801 b4190604, POBOX 7876150ppm"
5,2449,1,1,0,caps caps text caps text caps text contact,MENSAJE GRATIS Activa tus 500 Mensajes de Texto GRATIS respondiendo este mensaje con la palabra GRATIS Para términos y condiciones visita www.07781482378.com
5,2478,0,1,0,text caps caps caps text caps text caps caps caps text caps text caps text caps text caps caps text caps text,"¡Estoy bien, chicas, no he estado arriba por mucho tiempo! ¡VI UNA PELÍCULA DE MIEDO Y ES MUY DIVERTIDA! ¿QUIERES 2MRW POR LA TARDE? ¿EN LA CIUDAD, EL CENTRO COMERCIAL O SUMTHIN?xx"
5,2495,1,1,0,text caps text caps text caps text caps text caps caps text money,"¡Bien hecho INGLATERRA! ¡Obtén el tono de llamada oficial de Poly o la bandera de color en tu móvil! ¡Envíe un mensaje de texto con TONO o BANDERA al 84199 AHORA! Optar por no participar txt ENG STOP. Caja39822 W111WX €1,50"
5,2497,1,1,0,caps caps caps caps text caps text money text contact text,¡ESTÁ ELEGIDO PARA RECIBIR UN PREMIO DE £350! Llame al número de reclamo 09066364311 para cobrar el premio que ha sido seleccionado para recibir como un valioso cliente móvil.
5,2525,1,1,0,text caps contact text money text caps text money text caps,¡Una gran noticia! Llame a FREEFONE 08006344447 para reclamar su regalo garantizado de £1000 en EFECTIVO o £2000. ¡Hable con un operador en vivo AHORA!
5,2526,1,1,0,caps text caps text caps text contact text caps text,"¡URGENTE! ¡Su móvil número 077xxx GANÓ un premio adicional de £ 2000 para llamadas el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! ¡Llame al 09066362206 lo antes posible! CAJA97N7QP, 150 ppm"
5,2528,1,1,0,caps text caps money caps,DESDE 88066 PERDIDO £12 AYUDA
5,2544,1,1,0,text caps caps caps caps text caps text money text money text contact,¡TE ESTÁ ESPERANDO UNA RECOMPENSA DE NAVIDAD DE £400! Nuestra computadora lo ha seleccionado al azar entre nuestros leales clientes de telefonía móvil para recibir una recompensa de £400. Solo llama al 09066380611
5,2560,1,1,0,text money text caps text contact,Está suscrito al mejor servicio de contenido móvil del Reino Unido por £3 cada diez días hasta que envíe STOP al 83435. Línea de ayuda 08706091795.
5,2629,1,1,0,text caps text caps text caps text contact text,Panasonic y BluetoothHdset GRATIS. Nokia GRATIS. Motorola GRATIS y DoubleMins y DoubleTxt en contrato Orange. Llame a MobileUpd8 al 08000839402 o llame a 2optout
5,2659,0,1,0,text caps caps caps caps caps text caps,¿QUÉ DESCUENTO PARA ESTUDIANTES PUEDES OBTENER EN LIBROS?
5,2716,0,1,0,caps caps caps text caps caps caps text caps text caps caps caps text caps caps caps text caps text caps text caps caps caps caps caps,"\ ¡ABUCHEO BEBÉ! ¿DISFRUTAS DE TU TRABAJO? ¡PARECE QUE 2 B TE ESTÁS PONIENDO BIEN CARIÑO! ESPERO QUE ESTÉS BIEN? CUÍDATE Y HABLARÉ PRONTO MUCHO AMORME XXXX.\"""""
5,2757,1,1,0,caps text contact text contact text,RT-KIng Pro Video Club>> ¿Necesitas ayuda? info@ringtoneking.co.uk o llame al 08701237397 ¡Debe tener más de 16 años de créditos del Club canjeables en www.ringtoneking.co.uk! ¡Disfrutar!
5,2789,1,1,0,text caps text money text contact text,"Hola, soy Mandy Sullivan llamando desde HOTMIX FM... has sido elegido para recibir £5000,00 en nuestro sorteo de premios de Pascua... Llama al 09041940223 para reclamar antes del 29/03/05 o tu premio se transferirá a alguien. demás...."
5,2835,1,1,0,caps text money text money text caps text contact,GANA un suministro anual de CD 4 una tienda de tu elección valorada en £500 y participa en nuestro sorteo semanal de £100 envía un mensaje de texto con MÚSICA al 87066 Ts&Cs www.Ldew.com.subs16+1win150ppmx3
5,2837,0,1,0,caps caps caps caps text caps text caps caps caps,"HOLA, KATE, ¿PUEDES DARME UN ANILLO LO ANTES POSIBLE XXX?"
5,2838,1,1,0,caps caps text money text contact text caps text caps text money text,"¡BIEN HECHO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
5,2855,0,1,0,caps caps caps text caps text caps caps text caps text caps caps text caps caps text caps text caps caps text caps text caps caps caps caps caps caps,HIYA STU WOT U UP 2.ESTOY EN TANTOS PROBLEMAS EN CASA EN EL MOMENTO EVONE ME ODIA INCLUSO U! ¿QUÉ DEMONIOS HE HECHO AHORA? Y NO ME DIRÁS TEXTO BCK POR FAVOR LUV DAN
5,2858,1,1,0,caps text contact text caps text money text,"CLAIRE, aquí estoy pasando un rato aburrido y ahora estoy sola. ¿Quieres correrte durante una segunda noche? Chatear ahora 09099725823 esperanza 2 C U Luv CLAIRE xx Llamadaså£1/minmoremobsEMSPOBox45PO139WA"
5,2865,1,1,0,text caps text money text contact text,"Felicitaciones, HAS Ganado. Eres un ganador en nuestro sorteo de premios de £1000 de agosto. Llama 09066660100 YA. Código de premio 2309."
5,2884,1,1,0,text caps text caps text caps text contact,¿Quiere que le entreguen mañana un nuevo teléfono Nokia 3510i en color? Con 200 minutos GRATIS a cualquier móvil + 100 mensajes de texto GRATIS + videocámara GRATIS Responde o Llama al 8000930705
5,2885,1,1,0,caps text caps text contact text caps text contact caps text,"SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= 3qxj9 cancelar la suscripción con STOP, sin cargo adicional. ayuda 08702840625.COMUK. 220-CM2 9AE"
5,2890,1,1,0,text caps money text caps text caps text contact text,"Puedes GANAR £100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.Idew.com SkillGame, 1Winaweek, 16 años. 150ppermessSuscripción"
5,2924,0,1,0,text caps text caps caps text caps caps text caps caps caps caps text,"¿Sabes qué es la AMISTAD rael? Te estoy dando un ejemplo: Sólo ese mensaje.. Todo el texto de este mensaje está mal.. Por cierto, puedes leerlo sin ningún error.. BUENAS NOCHES y amigos. QUE TENGAS UN BUEN DORMIR..DULCES SUEÑOS.."
5,2944,0,1,0,caps text caps caps text caps text caps text caps text caps text caps,QUIZÁS SI TE DESPIERTAS ANTES DE COGER A LOS 3 ESTO NO SERÍA UN PROBLEMA.
5,2946,0,1,0,caps caps text caps caps caps text caps caps,LAS OREOS DE FUDGE BLANCAS ESTÁN EN LAS TIENDAS
5,2958,1,1,0,text money text contact,¡Especial del Día de San Valentín! ¡Gana más de £1000 en nuestro cuestionario y lleva a tu pareja al viaje de su vida! Envíe GO al 83600 ahora. 150p/mensaje grabado. Atención al cliente: 08718720201.
5,2981,1,1,0,text contact text caps text contact text,<Reenviado desde 21870000>Hola: esta es la alerta SMS de mensajería de buzón. Tienes 4 mensajes. Tienes 21 coincidencias. Vuelva a llamar al 09056242159 para recuperar sus mensajes y coincidencias.
5,2984,0,1,0,caps caps text caps text caps caps text caps text caps caps caps caps text caps caps text caps caps text caps caps text,"HOLA DARLIN, TE EXTRAÑO ESPERO QUE LA ESTÉS PASANDO BIEN. CUANDO VOLVERES Y A QUE HORA SI PUEDES LLAMARME A CASA. JESS XX"
5,3007,1,1,0,text caps text caps text caps text contact text,"¡Urgente URGENTE! Tenemos 800 vuelos GRATIS a Europa para regalar, llama a B4 el 10 de septiembre y llévate a un amigo 4 GRATIS. Llame ahora para reclamar al 09050000555. BA128NNFWFLY150ppm"
5,3015,1,1,0,caps text caps text caps text money text contact,"¡USTED HA GANADO! Como valioso cliente de Vodafone, nuestro ordenador le ha elegido a USTED para ganar un premio de £150. Coleccionar es fácil. Solo llama al 09061743386"
5,3017,1,1,0,text contact text caps text money text,"Las ofertas para miembros de SavaMob de esta semana ya están disponibles. ¡Simplemente llame al 08709501522 para obtener más detalles! SavaMob, POBOX 139, LA3 2WU. Sólo £1,50/semana. SavaMob: ¡ofrece dispositivos móviles!"
5,3027,1,1,0,text money text contact text money text,"Knock Knock Txt cuyo número es 80082 para participar en un sorteo semanal, 4 un vale de regalo de £250 4 una tienda de su elección. Términos y condiciones www.tkls.com 16 años hasta detenertxtstopå£1,50/semana"
5,3051,1,1,0,text caps text caps text contact text caps text,Chat duro LIVE 121 a solo 60p/min. Elige a tu chica y conéctate EN VIVO. Llama ahora al 09094646899! El servicio en vivo más grande de Cheap Chat UK. VU BCM1896WC1N3XX
5,3063,1,1,0,caps text contact money text,"¡GRATIS2DAY foto sexy de Jordania del Día de San Jorge! Envía foto con texto al 89080. ¡No te lo pierdas, luego cada semana una celebridad atrevida! 4 fotos más c PocketBabe.co.uk 0870241182716 å£3/semana"
5,3114,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2004 para 078498****7 muestra 786 puntos de bonificación no canjeados. Para reclamar llamar al 08719180219 Código Identificador: 45239 Vence el 05.06.05
5,3131,1,1,0,contact caps text caps text contact text,09066362231 ¡URGENTE! ¡Su móvil número 07xxxxxxxxx ganó un premio adicional de £ 2000 para quien llamó el 06/02/03! ¡Este es el segundo intento de comunicarnos con USTED! llama al 09066362231 lo antes posible!
5,3184,1,1,0,text caps caps text money text contact text,"Ha sido seleccionado para alojarse en 1 de los 250 mejores hoteles británicos, ¡PARA NADA! ¡Vacaciones valoradas en £350! Marca al 08712300220 para reclamar - Llamada a Tarifa Nacional. Bx526, SW73SS"
5,3197,1,1,0,text money text money,Gana un premio en efectivo de £1000 o un premio por valor de £5000
5,3266,1,1,0,caps caps caps text caps text caps text caps text,SUBASTA POR SMS - ¡UN NUEVO Nokia 7250 ha subido 4ª subasta hoy! ¡La subasta es GRATIS! ¡Únase y participe! ¡Envía NOKIA al 86021 ahora!
5,3270,1,1,0,text money text contact text,"¡La oferta de hoy! ¡Reclama tus vales de descuento por valor de £150! ¡Envíe SÍ al 85023 ahora! SavaMob, ¡el miembro ofrece dispositivos móviles! T Cs 08717898035. £ 3,00 Sub. dieciséis . Respuesta del sudes X"
5,3281,1,1,0,caps text money text contact text caps text caps text money text,"¡¡URGENTE!! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
5,3294,0,1,0,text caps caps text caps caps caps caps caps text caps text,¿Y? ¿DÓNDE ESTÁS EN DOGBREATH? ¡¡¡SOLO SUENA COMO JAN C ESO ES AL!!!!!!!!!
5,3309,1,1,0,caps text caps text caps caps text caps text caps text caps text caps text caps caps text caps caps text caps caps caps caps caps caps caps caps caps caps caps caps,INFORMACIÓN URGENTE E IMPORTANTE PARA EL USUARIO DE O2. ¡HOY ES TU DIA DE SUERTE! 2 DESCUBRA POR QUÉ INICIAR SESIÓN EN HTTP://WWW.URAWINNER.COM HAY UNA FANTÁSTICA SORPRESA ESPERANDO PARA USTED
5,3318,0,1,0,caps caps text caps text caps caps caps text caps text caps caps caps text caps caps text caps caps text caps caps text caps caps caps caps text caps caps text caps text caps caps,"HOLA HERMOSA, ¿CÓMO ESTÁS? MI TELÉFONO ESTABA A CARGO LA ÚLTIMA HOY CUANDO ME ENVÍASTE UN TEXTO. ESPERO UN BUEN FIN DE SEMANA COMO ESTOY SEGURO DE QUE MIRASTE 4WARD 2 C-IN U 2MRW LUV JAZ"
5,3319,1,1,0,text money text caps text contact text contact text,"Para tener la oportunidad de ganar una compra semanal de £250, envíe un mensaje de texto: COMPRAR al 80878. T's&C's www.txt-2-shop.com custcare 08715705022, 1x150p/semana"
5,3377,1,1,0,text caps text caps text contact text contact,Entrada gratuita para la primera semana 2 TEXTPOD 4 una oportunidad 2 gana un iPod de 40 GB o £ 250 en efectivo cada semana. Envíe un mensaje de texto POD al 84128 Ts&Cs www.textpod.net custcare 08712405020.
5,3386,1,1,0,text contact caps text contact text,<Reenviado desde 448712404000> LLAME al 08712404000 inmediatamente ya que hay un mensaje urgente esperándolo.
5,3416,1,1,0,text contact text contact text,Llama al 09095350301 y envía a nuestras chicas al éxtasis erótico. Sólo 60p/min. Para detener los mensajes de texto llame al 08712460324 (tarifa nat)
5,3438,1,1,0,caps caps text money text caps text contact text,¡GANAR URGENTE! Tu número de móvil ha recibido un premio de £2000. Llamada GARANTIZADA al 09061790121 desde teléfono fijo. Reclame 3030 válido solo 12 horas 150 ppm
5,3441,0,1,0,text caps text caps text caps caps text caps text caps text caps text,"Di esto lentamente. DIOS, TE AMO &amp; TE NECESITO, LIMPIA MI CORAZÓN CON TU SANGRE. Envía esto a Diez personas especiales &amp; Eres un milagro mañana, hazlo, por favor, por favor hazlo..."
5,3471,1,1,0,text money text contact text,"Los números de Voda de hoy que terminan en 7548 son seleccionados para recibir un premio de $350. Si tiene una coincidencia, llame al 08712300220 citando el código de reclamo 4041 aplicación de tarifas estándar"
5,3478,1,1,0,caps text contact money text,"¡GRATIS2DAY foto sexy de Jordania del Día de San Jorge! Envía foto con texto al 89080. ¡No te lo pierdas, luego cada semana una celebridad atrevida! 4 fotos más c PocketBabe.co.uk 0870241182716 å£3/semana"
5,3489,0,1,0,caps caps caps caps caps caps caps text caps caps text,"MIRA AMY URE UNA MUJER HERMOSA, INTELIGENTE Y ME GUSTA MUCHO. Sé que no te gusto así, así que no te preocupes."
5,3513,1,1,0,caps contact text money text caps text caps caps text,"USTED 07801543489 tiene garantizado el último teléfono Nokia, un reproductor iPod MP3 de 40 GB o un premio de £500. Palabra de texto:RECOGER al No:83355! TC-LLC NY-EE.UU. 150p/Mt msgrcvd18+"
5,3542,1,1,0,text contact text contact,"Bears Pic Nick, y Tom, Pete y... Dick. De hecho, todos los tipos prueban el chat gay con carga de fotos llamando al 08718730666 (10p/min). 2 paradas de textos llama al 08712460324"
5,3549,1,1,0,caps text caps text caps contact text,"\¡URGENTE! ¡Este es el segundo intento de contactarte! Has GANADO £ 1000 LLAMADA 09071512432 b4 300603t&csBCM4235WC1N3XX.callcost150ppmmobilesvary. máximo £ 7. 50\"""""
5,3554,0,1,0,text money text money,Hmm...Malas noticias...Hype Park Plaza $700 estudio ocupado...Solo quedan 2 dormitorios-$900...
5,3556,0,1,0,text caps text caps caps caps caps text caps text caps text caps caps caps caps text caps text caps text caps caps caps,\HI BABE UA ¿DESPERTO? SIENTE MIERDA. ACABA DE DESCUBRIR A TRAVÉS DE UNA CARTA QUE MAMÁ SE CASAÓ EL 4 DE NOVIEMBRE. A NUESTRAS ESPALDAS åÐ ¡FUCKINNICE!
5,3558,1,1,0,caps text money text contact text,"¡¡GANADOR!! Como valioso cliente de la red, ha sido seleccionado para recibir un premio de £900. Para reclamar llame al 09061701461. Código de reclamo KL341. Válido sólo 12 horas."
5,3570,0,1,0,caps caps text caps caps caps caps caps caps caps text caps text,"SALUD LOU! ¡SÍ, FUE UNA BUENA NOCHE! ¡VERGÜENZA! ¡NEVA VINO! C YA GAILxx"
5,3574,1,1,0,caps caps caps text contact text caps text,"HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870..k"
5,3593,0,1,0,caps caps text caps caps caps text caps caps text caps caps text caps caps text caps,"HOLA, BEBÉ, ES LO MÁS PROBABLE QUE ERES EN LA CAMA ¡PERO LO SIENTO MUCHO LO DE ESTA NOCHE! Realmente quiero verte mañana, así que llámame a las 9. Ámame XXX"
5,3600,1,1,0,text money text contact text,Eres un ganador. Has sido seleccionado especialmente. 2. Recibe £1000 o unas vacaciones de 4* (vuelos incluidos). Habla con un operador en vivo. 2. Reclama 0871277810910p/min (18+).
5,3601,1,1,0,caps text caps text caps text contact text,¡URGENTE! Su número de móvil ha recibido un premio <UKP>2000 GARANTIZADO. Llamar al 09061790125 desde teléfono fijo. Reclamo 3030. Válido solo 12 horas 150 ppm
5,3611,1,1,0,text caps caps caps caps text caps text money text money text contact,¡TE ESTÁ ESPERANDO UNA RECOMPENSA DE NAVIDAD DE £400! Nuestra computadora lo ha seleccionado al azar entre nuestros leales clientes de telefonía móvil para recibir una recompensa de £400. Solo llama al 09066380611
5,3636,1,1,0,caps text caps text caps text contact,URGENTE Este es nuestro segundo intento de comunicarnos con U. Su premio de £ 900 de AYER todavía está pendiente de ser recogido. Para reclamar LLAMA YA 09061702893
5,3646,0,1,0,caps caps caps text caps text caps text caps text caps caps caps caps caps caps text caps caps text caps,LAMENTAMOS INFORMARLE QUE EL NHS HA COMETIDO UN ERROR. EN REALIDAD NUNCA NACIÓ. POR FAVOR INFORME 2 Y O EL HOSPITAL LOCAL 2B TERMINADO.
5,3647,1,1,0,text contact text contact,U 447801259231 tiene un admirador secreto que está buscando 2 póngase en contacto con U-descubra quién es R*revele quién piensa que UR es tan especial-llame al 09058094597
5,3653,0,1,0,caps caps text caps caps caps caps caps text caps text,"ALRITE SAM ES NIC SOLO COMPROBANDO QUE ESTE ES TU NÚMERO, ¿ES ASÍ? T.B*"
5,3659,0,1,0,text caps caps text caps text caps caps text caps caps caps caps,"\ME 2 BEBÉ, SIENTO LO MISMO, SÓLO 4VAMOS A HACERLO+AMBOS INTENTARON +ANÍMATE+NO ENCAJA MUCHOXXLAMO LOCAXX\"""""
5,3687,0,1,0,caps text caps caps text caps text caps caps caps caps text caps text caps text caps caps caps text caps text caps text caps caps,CUANDO EL PRIMER HUELGA ES ROJO. EL PÁJARO + ANTÍLOPE COMIENZA A JUGAR EN EL CAMPO DE LA AUTOINDEPENDENCIA CREE ESTO + LA FLOR DE LA CONTENCIÓN CRECERÁ. ¡ALEATORIO!
5,3711,1,1,0,caps text caps text caps caps text caps text caps text caps caps text caps caps text contact text caps text caps caps caps,INFORMACIÓN IMPORTANTE 4 USUARIO NARANJA 0796XXXXXX. ¡HOY ES TU DÍA DE SUERTE!2 DESCUBRE POR QUÉ INICIAR SESIÓN EN http://www.urawinner.com ¡TE ESPERA UN PREMIO FANTÁSTICO!
5,3725,1,1,0,caps text contact text caps text caps text caps caps caps caps caps text caps caps caps caps caps caps caps text caps text caps text contact,LLAME AL 09090900040 Y ESCUCHE EL CHAT EN VIVO EXTREMADAMENTE SUCIO QUE ESTÁ EN LA OFICINA AHORA MISMO PRIVACIDAD TOTAL NADIE SABE SU [sic] ESCUCHA 60P MIN 24/7MP 0870753331018+
5,3728,0,1,0,caps caps caps text caps text caps caps caps caps caps text caps caps caps text caps text caps caps text caps caps,"HOLA DARLIN, ACABO DE REGRESAR Y PASÉ UNA NOCHE MUY AGRADABLE Y MUCHAS GRACIAS POR EL ATENCIÓN, NOS VEMOS MAÑANA XXX"
5,3731,1,1,0,text caps money text caps text caps text contact text,"Puedes GANAR £100 en vales de regalo de música cada semana a partir de AHORA Envía un mensaje de texto con la palabra SORTEO a 87066 TsCs www.Idew.com SkillGame, 1Winaweek, 16 años. 150ppermessSuscripción"
5,3734,1,1,0,text caps text money text money text contact text,"Ha GANADO un premio garantizado de £1000 en efectivo o un premio de £2000. Para reclamar su premio, llame a nuestro representante de servicio al cliente al 08714712394 entre las 10 a. m. y las 7 p. m."
5,3744,1,1,0,text contact text caps text money text caps caps text,"¡Urgente! Llame al 0906346330. Su ABTA de cortesía de 4* en vacaciones en español o £10,000 en efectivo esperan su cobro. Términos y condiciones de SAE BOX 47 PO19 2EZ 150ppm 18+"
5,3749,0,1,0,text caps text caps caps text caps caps text caps text caps,"\OH MIERDA. Simplemente me desperté en una cama en un barco en los muelles. DORMÍ CON 25 AÑOS. ¡ALARGAR! DAME UN CHISME L8R. XXX\"""""
5,3758,0,1,0,caps text caps caps caps caps caps caps caps caps text caps caps text caps text caps caps text,"¡¡ESA ES UNA CHICA ALRITE, SABES QUE GAIL ESTÁ EQUIVOCADA!! CUÍDATE DULCE Y NO TE PREOCUPES. C U L8TR HUN! AMO Yaxxx"
5,3775,1,1,0,text caps text caps text caps text contact,Tone Club: Tus subs ya han expirado 2 re-sub respuesta MONOC 4 monos o POLYC 4 polis 1 semanal a 150p por semana Txt STOP 2 stop Este mensaje gratis Transmitir 0871212025016
5,3776,1,1,0,text caps caps text contact caps,Intentamos comunicarnos con usted. ¿Cuál es su respuesta a nuestra oferta de un teléfono con video? ¿750 minutos de redes en cualquier momento? ¿TEXTO ILIMITADO? ¿Videocámara? Responde o llama al 08000930705 AHORA
5,3778,1,1,0,text contact text caps contact text,"Esta es la segunda vez que intentamos comunicarnos con usted. Has ganado el premio de £ 1450 para reclamarlo, simplemente llama al 09053750005 b4 310303. Términos y condiciones/Stop SMS 08718725756. 140 ppm"
5,3808,1,1,0,text money text caps text contact,Estás suscrito al mejor servicio de contenido móvil del Reino Unido por £3 cada 10 días hasta que envíes STOP al 82324. Línea de ayuda 08706091795
5,3815,1,1,0,text contact text caps text contact text,<Reenviado desde 21870000>Hola: esta es la alerta SMS de mensajería de buzón. Tienes 40 coincidencias. Vuelva a llamar al 09056242159 para recuperar sus mensajes y coincidencias cc100p/min
5,3847,1,1,0,caps text caps contact text caps text contact,"¡VAS A 2 BA0AS! Llame a FREEFONE 08081560665 y hable con un operador en vivo para reclamar cualquiera de los cruceros por las Ba0as por £ 2000 EN EFECTIVO solo para mayores de 18 años. Para optar por no participar, envíe un mensaje de texto X al 07786200117"
5,3850,1,1,0,text contact text contact,"44 7732584351, ¿Quieres que te entreguen mañana un nuevo teléfono Nokia 3510i en color? Con 300 minutos gratis a cualquier móvil + 100 mensajes de texto gratis + Videocámara Gratis responde o llama al 08000930705."
5,3855,1,1,0,caps text caps caps text caps text caps text contact,BONIFICACIÓN ESPECIAL HMV Se ganarán 500 libras de vales HMV genuinos. Simplemente responda 4 preguntas sencillas. ¡Reproducir ahora! Enviar HMV al 86688 Más información:www.100percent-real.com
5,3876,0,1,0,caps caps text caps text caps text caps text caps text caps caps caps caps caps caps caps text caps text caps,HOLA DARLIN ¿CÓMO TE ESTUVO EL TRABAJO? ¿TE METISTE EN PROBLEMAS? ¡Acabo de hablar con tu mamá toda la mañana! ME LO PASÉ MUY BIEN ANOCHE. SALDRÉ PRONTO PERO LLÁMAME SI PUEDES
5,3922,0,1,0,caps text caps caps caps text caps text caps text caps caps text caps caps text caps caps caps caps caps caps text caps text caps caps,COSA R BUENO GRACIAS HICIÉ EXÁMENES EN MARZO ¿NO HE HECHO REVISIÓN? ¿FRAN TODAVÍA ESTÁ CON BOYF? ¡TENGO QUE ENTREVISTAR A 4 EXETER UN POCO PREOCUPADO!
5,3924,0,1,0,caps caps caps text caps caps text caps text caps text caps caps caps text,"\HEY DAS COOL... ¡SÉ TODOS LOS 2 BIEN, UN PELIGRO DE CRISIS FINANCIERA ESTUDIANTIL!SPK 2 U L8R.\"""""
5,3935,1,1,0,text money text caps text caps text money text,"Puede donar £2,50 al fondo de apoyo a desastres por tsunamis asiáticos de UNICEF enviando un mensaje de texto con la palabra DONAR al 864233. Se agregarán £2,50 a su próxima factura."
5,3936,0,1,0,text caps text caps caps caps caps caps text caps text caps text caps text caps text caps,"\NO HAY CRÉDITO PARA LLAMAR. ¿DEBO SALIR DE UNI A LAS 6 +TOMAR UN AUTOBÚS A TU CASA?\"""""
